index,filename,type,ann_id,ref_id,image_id,sent_id,sentence_raw
138,COCO_train2014_000000566612_5.jpg,or_refcoco,1754619,1362,566612,3890,left man
139,COCO_train2014_000000566612_5.jpg,or_refcoco,1754619,1362,566612,3891,guy holding white hat
140,COCO_train2014_000000566612_4.jpg,or_refcoco,1717438,1363,566612,3892,man in black suit
141,COCO_train2014_000000566612_4.jpg,or_refcoco,1717438,1363,566612,3893,black suit
142,COCO_train2014_000000566612_4.jpg,or_refcoco,1717438,1363,566612,3894,man on right in black suit
143,COCO_train2014_000000566584_2.jpg,or_refcoco,547410,1371,566584,3914,wwoman on right holding phone
144,COCO_train2014_000000566584_2.jpg,or_refcoco,547410,1371,566584,3915,woman
145,COCO_train2014_000000566584_2.jpg,or_refcoco,547410,1371,566584,3916,WOMAN WITH CAMERS
146,COCO_train2014_000000566584_1.jpg,or_refcoco,544969,1372,566584,3917,left man
147,COCO_train2014_000000566584_1.jpg,or_refcoco,544969,1372,566584,3918,L guy
148,COCO_train2014_000000566584_1.jpg,or_refcoco,544969,1372,566584,3919,man
149,COCO_train2014_000000566245_2.jpg,or_refcoco,513431,1406,566245,4018,in front woman
150,COCO_train2014_000000566245_2.jpg,or_refcoco,513431,1406,566245,4019,woman in front
151,COCO_train2014_000000566245_2.jpg,or_refcoco,513431,1406,566245,4020,girl front
152,COCO_train2014_000000566245_0.jpg,or_refcoco,490789,1407,566245,4021,yellow shirt
153,COCO_train2014_000000566245_0.jpg,or_refcoco,490789,1407,566245,4022,yellow shirt
154,COCO_train2014_000000566245_0.jpg,or_refcoco,490789,1407,566245,4023,yellow shirt
155,COCO_train2014_000000564449_2.jpg,or_refcoco,1727045,1568,564449,4480,black area far right bottom
156,COCO_train2014_000000564449_2.jpg,or_refcoco,1727045,1568,564449,4481,BOTTOM RIGHT
157,COCO_train2014_000000564449_2.jpg,or_refcoco,1727045,1568,564449,4482,right bottom partial black
158,COCO_train2014_000000564449_0.jpg,or_refcoco,485057,1569,564449,4483,guy
159,COCO_train2014_000000564449_0.jpg,or_refcoco,485057,1569,564449,4484,guy with red pants standing
160,COCO_train2014_000000564449_0.jpg,or_refcoco,485057,1569,564449,4485,Main person
161,COCO_train2014_000000564349_2.jpg,or_refcoco,477407,1582,564349,4521,man with blue backpack
162,COCO_train2014_000000564349_2.jpg,or_refcoco,477407,1582,564349,4522,guy dragging kids :D
163,COCO_train2014_000000564349_2.jpg,or_refcoco,477407,1582,564349,4523,black and blue backpack
164,COCO_train2014_000000564349_0.jpg,or_refcoco,444940,1583,564349,4524,boy stripe shirt
165,COCO_train2014_000000564349_0.jpg,or_refcoco,444940,1583,564349,4525,hitched a ride
166,COCO_train2014_000000564349_0.jpg,or_refcoco,444940,1583,564349,4526,"boy sitting on suitcase"" stripe shirt"""
167,COCO_train2014_000000563791_2.jpg,or_refcoco,516160,1623,563791,4637,160
168,COCO_train2014_000000563791_2.jpg,or_refcoco,516160,1623,563791,4638,right person - 160
169,COCO_train2014_000000563791_2.jpg,or_refcoco,516160,1623,563791,4639,160
170,COCO_train2014_000000563791_0.jpg,or_refcoco,450718,1624,563791,4640,front skier 110
171,COCO_train2014_000000563791_0.jpg,or_refcoco,450718,1624,563791,4641,Skier in front
172,COCO_train2014_000000563791_0.jpg,or_refcoco,450718,1624,563791,4642,110
173,COCO_train2014_000000563364_9.jpg,or_refcoco,1259868,1679,563364,4799,girl in black dress
174,COCO_train2014_000000563364_9.jpg,or_refcoco,1259868,1679,563364,4800,lady in black fourth from left
175,COCO_train2014_000000563364_7.jpg,or_refcoco,1243600,1680,563364,4801,left lady in brown dress
176,COCO_train2014_000000563364_7.jpg,or_refcoco,1243600,1680,563364,4802,second in from left
177,COCO_train2014_000000563364_6.jpg,or_refcoco,1201992,1681,563364,4803,girl with black shirt and jean capris in the center front row
178,COCO_train2014_000000563364_6.jpg,or_refcoco,1201992,1681,563364,4804,middle girl black tee & jeans
179,COCO_train2014_000000563364_6.jpg,or_refcoco,1201992,1681,563364,4805,center girl jeans
180,COCO_train2014_000000563364_16.jpg,or_refcoco,1331492,1682,563364,4806,left person
181,COCO_train2014_000000563364_16.jpg,or_refcoco,1331492,1682,563364,4807,"the excited person in white on the left, boy is she happy"
182,COCO_train2014_000000563364_16.jpg,or_refcoco,1331492,1682,563364,4808,left in white person
183,COCO_train2014_000000563364_14.jpg,or_refcoco,1325633,1683,563364,4809,far right woman
184,COCO_train2014_000000563364_14.jpg,or_refcoco,1325633,1683,563364,4810,woman far right
185,COCO_train2014_000000563364_14.jpg,or_refcoco,1325633,1683,563364,4811,lady far right
186,COCO_train2014_000000563364_13.jpg,or_refcoco,1324285,1684,563364,4812,patterns on dress
187,COCO_train2014_000000563364_13.jpg,or_refcoco,1324285,1684,563364,4813,"white, flowered dress.  third from last"
188,COCO_train2014_000000563364_13.jpg,or_refcoco,1324285,1684,563364,4814,girl in blue spotted dress
189,COCO_train2014_000000561907_4.jpg,or_refcoco,1275121,1811,561907,5172,person on right side
190,COCO_train2014_000000561907_4.jpg,or_refcoco,1275121,1811,561907,5173,guy on right turning to look at geishas
191,COCO_train2014_000000561907_4.jpg,or_refcoco,1275121,1811,561907,5174,right guy
192,COCO_train2014_000000561907_0.jpg,or_refcoco,440721,1812,561907,5175,Large business man Staring at Geisha woman
193,COCO_train2014_000000561907_0.jpg,or_refcoco,440721,1812,561907,5176,man front left
194,COCO_train2014_000000561907_0.jpg,or_refcoco,440721,1812,561907,5177,2nd person from left
195,COCO_train2014_000000561590_2.jpg,or_refcoco,213878,1861,561590,5311,woman on right
196,COCO_train2014_000000561590_2.jpg,or_refcoco,213878,1861,561590,5312,woman in black standing next to man
197,COCO_train2014_000000561590_2.jpg,or_refcoco,213878,1861,561590,5313,woman right
198,COCO_train2014_000000561590_1.jpg,or_refcoco,186142,1862,561590,5314,MAN NEXT TO WOMAN
199,COCO_train2014_000000561590_1.jpg,or_refcoco,186142,1862,561590,5315,man right
200,COCO_train2014_000000561590_1.jpg,or_refcoco,186142,1862,561590,5316,guy in collared tee in back
201,COCO_train2014_000000561454_3.jpg,or_refcoco,534165,1882,561454,5371,groom
202,COCO_train2014_000000561454_3.jpg,or_refcoco,534165,1882,561454,5372,man haha
203,COCO_train2014_000000561454_3.jpg,or_refcoco,534165,1882,561454,5373,the man
204,COCO_train2014_000000561454_2.jpg,or_refcoco,524863,1883,561454,5374,lady
205,COCO_train2014_000000561454_2.jpg,or_refcoco,524863,1883,561454,5375,girl
206,COCO_train2014_000000561454_2.jpg,or_refcoco,524863,1883,561454,5376,fatty boom boom
207,COCO_train2014_000000560476_9.jpg,or_refcoco,2167280,1977,560476,5644,"guy in the center, most to the front"
208,COCO_train2014_000000560476_9.jpg,or_refcoco,2167280,1977,560476,5645,guy in middle front
209,COCO_train2014_000000560476_9.jpg,or_refcoco,2167280,1977,560476,5646,Center person
210,COCO_train2014_000000560476_7.jpg,or_refcoco,2166314,1978,560476,5647,guy farthest left
211,COCO_train2014_000000560476_7.jpg,or_refcoco,2166314,1978,560476,5648,far left guy
212,COCO_train2014_000000560476_3.jpg,or_refcoco,549444,1979,560476,5649,guy all the way right in front
213,COCO_train2014_000000560476_3.jpg,or_refcoco,549444,1979,560476,5650,2nd guy from right to left
214,COCO_train2014_000000560476_3.jpg,or_refcoco,549444,1979,560476,5651,youngest looking old guy on right
215,COCO_train2014_000000560476_0.jpg,or_refcoco,512528,1980,560476,5652,person third from the left who's putting his hand in the guy's face
216,COCO_train2014_000000560476_0.jpg,or_refcoco,512528,1980,560476,5653,person touching guy's face
217,COCO_train2014_000000560476_0.jpg,or_refcoco,512528,1980,560476,5654,pLAYER FACING RIGHT WITH HAND UP
218,COCO_train2014_000000560372_1.jpg,or_refcoco,529956,1990,560372,5680,2ND GUY ON RIGHT
219,COCO_train2014_000000560372_1.jpg,or_refcoco,529956,1990,560372,5681,right dude
220,COCO_train2014_000000560372_1.jpg,or_refcoco,529956,1990,560372,5682,guy on right  not left ----right
221,COCO_train2014_000000560372_0.jpg,or_refcoco,527319,1991,560372,5683,left surfer
222,COCO_train2014_000000560372_0.jpg,or_refcoco,527319,1991,560372,5684,person left
223,COCO_train2014_000000560372_0.jpg,or_refcoco,527319,1991,560372,5685,left guy
224,COCO_train2014_000000560155_1.jpg,or_refcoco,501662,2001,560155,5713,blue guy
225,COCO_train2014_000000560155_1.jpg,or_refcoco,501662,2001,560155,5714,PLAYER
226,COCO_train2014_000000560155_1.jpg,or_refcoco,501662,2001,560155,5715,player
227,COCO_train2014_000000560155_0.jpg,or_refcoco,432612,2002,560155,5716,guy in back
228,COCO_train2014_000000560155_0.jpg,or_refcoco,432612,2002,560155,5717,"legs, back"
229,COCO_train2014_000000560155_0.jpg,or_refcoco,432612,2002,560155,5718,black shirt
230,COCO_train2014_000000558444_8.jpg,or_refcoco,1327787,2129,558444,6082,Woman on very left with arm raised
231,COCO_train2014_000000558444_8.jpg,or_refcoco,1327787,2129,558444,6083,"girl, lower-left corner"
232,COCO_train2014_000000558444_6.jpg,or_refcoco,1307758,2130,558444,6084,woman far right with phone
233,COCO_train2014_000000558444_6.jpg,or_refcoco,1307758,2130,558444,6085,right woman
234,COCO_train2014_000000558444_6.jpg,or_refcoco,1307758,2130,558444,6086,"woman right, raised arm"
235,COCO_train2014_000000558444_22.jpg,or_refcoco,2006742,2131,558444,6087,redhead center
236,COCO_train2014_000000558444_22.jpg,or_refcoco,2006742,2131,558444,6088,woman middle white shades
237,COCO_train2014_000000558444_22.jpg,or_refcoco,2006742,2131,558444,6089,"White girl, white shirt, black sunglasses, black phone"
238,COCO_train2014_000000557694_1.jpg,or_refcoco,515790,2173,557694,6214,not the skiier in the yellow helmet
239,COCO_train2014_000000557694_1.jpg,or_refcoco,515790,2173,557694,6215,left person
240,COCO_train2014_000000557694_0.jpg,or_refcoco,471674,2174,557694,6216,frontmost person
241,COCO_train2014_000000557694_0.jpg,or_refcoco,471674,2174,557694,6217,Front guy on ski lift
242,COCO_train2014_000000557694_0.jpg,or_refcoco,471674,2174,557694,6218,man on right
243,COCO_train2014_000000556830_1.jpg,or_refcoco,492310,2256,556830,6451,catcher
244,COCO_train2014_000000556830_1.jpg,or_refcoco,492310,2256,556830,6452,catcher
245,COCO_train2014_000000556830_1.jpg,or_refcoco,492310,2256,556830,6453,catcher
246,COCO_train2014_000000556830_0.jpg,or_refcoco,472188,2257,556830,6454,ump
247,COCO_train2014_000000556830_0.jpg,or_refcoco,472188,2257,556830,6455,umpire
248,COCO_train2014_000000556698_6.jpg,or_refcoco,513701,2264,556698,6474,boy on the left
249,COCO_train2014_000000556698_6.jpg,or_refcoco,513701,2264,556698,6475,kid
250,COCO_train2014_000000556698_6.jpg,or_refcoco,513701,2264,556698,6476,child
251,COCO_train2014_000000556698_5.jpg,or_refcoco,459043,2265,556698,6477,the man
252,COCO_train2014_000000556698_5.jpg,or_refcoco,459043,2265,556698,6478,man
253,COCO_train2014_000000556698_5.jpg,or_refcoco,459043,2265,556698,6479,glasses
254,COCO_train2014_000000556176_1.jpg,or_refcoco,535539,2291,556176,6548,kid in brown
255,COCO_train2014_000000556176_1.jpg,or_refcoco,535539,2291,556176,6549,boy in tan shirt
256,COCO_train2014_000000556176_1.jpg,or_refcoco,535539,2291,556176,6550,person on left
257,COCO_train2014_000000556176_0.jpg,or_refcoco,499719,2292,556176,6551,red shirt
258,COCO_train2014_000000556176_0.jpg,or_refcoco,499719,2292,556176,6552,red
259,COCO_train2014_000000556176_0.jpg,or_refcoco,499719,2292,556176,6553,guy on right
260,COCO_train2014_000000554950_6.jpg,or_refcoco,200400,2375,554950,6786,Man on the left
261,COCO_train2014_000000554950_6.jpg,or_refcoco,200400,2375,554950,6787,man
262,COCO_train2014_000000554950_6.jpg,or_refcoco,200400,2375,554950,6788,guy
263,COCO_train2014_000000554950_5.jpg,or_refcoco,198290,2376,554950,6789,right gal
264,COCO_train2014_000000554950_5.jpg,or_refcoco,198290,2376,554950,6790,girl
265,COCO_train2014_000000554950_5.jpg,or_refcoco,198290,2376,554950,6791,woman sitting
266,COCO_train2014_000000551172_1.jpg,or_refcoco,567534,2721,551172,7770,top snowboarder in plaid
267,COCO_train2014_000000551172_1.jpg,or_refcoco,567534,2721,551172,7771,dude in back
268,COCO_train2014_000000551172_1.jpg,or_refcoco,567534,2721,551172,7772,top guy
269,COCO_train2014_000000551172_0.jpg,or_refcoco,439078,2722,551172,7773,Person on the bottom
270,COCO_train2014_000000551172_0.jpg,or_refcoco,439078,2722,551172,7774,lower person
271,COCO_train2014_000000551172_0.jpg,or_refcoco,439078,2722,551172,7775,green coat
272,COCO_train2014_000000550726_2.jpg,or_refcoco,202181,2767,550726,7897,left girl
273,COCO_train2014_000000550726_2.jpg,or_refcoco,202181,2767,550726,7898,left girl
274,COCO_train2014_000000550726_2.jpg,or_refcoco,202181,2767,550726,7899,left girl
275,COCO_train2014_000000550726_1.jpg,or_refcoco,191094,2768,550726,7900,right person
276,COCO_train2014_000000550726_1.jpg,or_refcoco,191094,2768,550726,7901,girl white pants
277,COCO_train2014_000000550726_1.jpg,or_refcoco,191094,2768,550726,7902,woman
278,COCO_train2014_000000550140_3.jpg,or_refcoco,1207315,2805,550140,8007,"Catcher, on left"
279,COCO_train2014_000000550140_3.jpg,or_refcoco,1207315,2805,550140,8008,Player far left
280,COCO_train2014_000000550140_3.jpg,or_refcoco,1207315,2805,550140,8009,left player
281,COCO_train2014_000000550140_1.jpg,or_refcoco,532278,2806,550140,8010,robertson on right
282,COCO_train2014_000000550140_1.jpg,or_refcoco,532278,2806,550140,8011,robertson
283,COCO_train2014_000000550140_1.jpg,or_refcoco,532278,2806,550140,8012,right person
284,COCO_train2014_000000550140_0.jpg,or_refcoco,520632,2807,550140,8013,middle one
285,COCO_train2014_000000550140_0.jpg,or_refcoco,520632,2807,550140,8014,21
286,COCO_train2014_000000548175_8.jpg,or_refcoco,1257855,2981,548175,8511,Person on right front in grey
287,COCO_train2014_000000548175_8.jpg,or_refcoco,1257855,2981,548175,8512,gal gray shirt right
288,COCO_train2014_000000548175_8.jpg,or_refcoco,1257855,2981,548175,8513,grey shirt on the right
289,COCO_train2014_000000548175_7.jpg,or_refcoco,1236132,2982,548175,8514,man (second from left in front) with backpack
290,COCO_train2014_000000548175_7.jpg,or_refcoco,1236132,2982,548175,8515,person in front with white shirt
291,COCO_train2014_000000548175_7.jpg,or_refcoco,1236132,2982,548175,8516,white shirt middle
292,COCO_train2014_000000545260_8.jpg,or_refcoco,1758928,3247,545260,9264,guy in chair
293,COCO_train2014_000000545260_8.jpg,or_refcoco,1758928,3247,545260,9265,computer dude
294,COCO_train2014_000000545260_8.jpg,or_refcoco,1758928,3247,545260,9266,guy not praying
295,COCO_train2014_000000545260_2.jpg,or_refcoco,435900,3248,545260,9267,praying
296,COCO_train2014_000000545260_2.jpg,or_refcoco,435900,3248,545260,9268,GUY ON KNEES
297,COCO_train2014_000000545187_4.jpg,or_refcoco,569334,3257,545187,9293,left woman with glasses
298,COCO_train2014_000000545187_4.jpg,or_refcoco,569334,3257,545187,9294,gg
299,COCO_train2014_000000545187_4.jpg,or_refcoco,569334,3257,545187,9295,woman in front
